Protocol,FIN Flag Cnt,Init Bwd Win Byts,SYN Flag Cnt,Down/Up Ratio,Src Port,Dst Port,ACK Flag Cnt,Bwd Header Len,Fwd Pkt Len Min,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Label
6,1,64239,0,0,37050,443,1,40,0,185.220.205.205-192.168.20.133-443-37050-6,192.168.20.133,37050,185.220.205.205,443,6,5/2/2020 13:31,Normal
6,1,63,0,0,80,36445,1,64,0,192.168.3.130-200.175.2.130-80-36445-6,192.168.3.130,80,200.175.2.130,36445,6,9/1/2020 16:33,Probe
6,1,63,0,2,80,44229,1,232,0,192.168.3.130-200.175.2.130-80-44229-6,192.168.3.130,80,200.175.2.130,44229,6,9/1/2020 16:29,Probe
6,0,64240,0,0,443,53674,1,20,0,192.168.20.133-2.16.56.159-53674-443-6,2.16.56.159,443,192.168.20.133,53674,6,4/2/2020 18:27,Normal
6,0,64240,1,1,48542,443,0,344,0,192.168.20.133-31.13.73.22-48542-443-6,192.168.20.133,48542,31.13.73.22,443,6,7/2/2020 16:39,Normal
6,1,63,0,2,80,42669,1,232,0,192.168.3.130-200.175.2.130-80-42669-6,192.168.3.130,80,200.175.2.130,42669,6,9/1/2020 16:31,Probe
6,1,63,0,2,80,39555,1,232,0,192.168.3.130-200.175.2.130-80-39555-6,192.168.3.130,80,200.175.2.130,39555,6,9/1/2020 16:30,Probe
6,0,64240,0,1,56958,443,1,9340,0,192.168.20.133-74.125.193.154-56958-443-6,192.168.20.133,56958,74.125.193.154,443,6,5/2/2020 13:31,Normal
17,0,-1,0,3,48666,53,0,24,60,192.168.20.133-192.168.20.2-48666-53-17,192.168.20.133,48666,192.168.20.2,53,17,7/2/2020 16:39,Normal
17,0,-1,0,3,38989,53,0,24,32,192.168.20.133-192.168.20.2-38989-53-17,192.168.20.133,38989,192.168.20.2,53,17,5/2/2020 14:08,Normal
0,0,-1,0,0,0,0,0,0,0,182.99.131.154-192.168.3.130-0-0-0,182.99.131.154,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,0,80,38440,1,64,0,192.168.3.130-200.175.2.130-80-38440-6,192.168.3.130,80,200.175.2.130,38440,6,9/1/2020 16:32,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-58.139.3.77-0-0-0,58.139.3.77,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,0,80,46727,1,64,0,192.168.3.130-200.175.2.130-80-46727-6,192.168.3.130,80,200.175.2.130,46727,6,9/1/2020 16:32,Probe
0,0,-1,0,0,0,0,0,0,0,161.43.243.139-192.168.3.130-0-0-0,161.43.243.139,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,3,50254,53,0,24,32,192.168.20.133-192.168.20.2-50254-53-17,192.168.20.133,50254,192.168.20.2,53,17,5/2/2020 13:16,Normal
17,0,-1,0,1,53,45579,0,8,95,192.168.20.129-192.168.20.2-45579-53-17,192.168.20.2,53,192.168.20.129,45579,17,7/2/2020 14:48,Normal
0,0,-1,0,0,0,0,0,0,0,161.187.146.68-192.168.3.130-0-0-0,161.187.146.68,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-94.146.248.216-0-0-0,94.146.248.216,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-122.60.242.165-0-0-0,122.60.242.165,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-6.84.158.168-0-0-0,6.84.158.168,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,3,41811,53,0,24,32,192.168.20.133-192.168.20.2-41811-53-17,192.168.20.133,41811,192.168.20.2,53,17,5/2/2020 13:18,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-119.165.89.107-0-0-0,119.165.89.107,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,64240,1,1,34262,443,0,404,0,185.127.17.56-192.168.20.133-443-34262-6,192.168.20.133,34262,185.127.17.56,443,6,5/2/2020 15:06,Normal
0,0,-1,0,0,0,0,0,0,0,162.187.77.115-192.168.3.130-0-0-0,162.187.77.115,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,215,1,1,35685,80,0,144,0,192.168.3.130-200.175.2.130-80-35685-6,200.175.2.130,35685,192.168.3.130,80,6,9/1/2020 16:29,Probe
6,1,63,0,2,80,44915,1,232,0,192.168.3.130-200.175.2.130-80-44915-6,192.168.3.130,80,200.175.2.130,44915,6,9/1/2020 16:32,Probe
17,0,-1,0,3,33130,53,0,24,32,192.168.20.133-192.168.20.2-33130-53-17,192.168.20.133,33130,192.168.20.2,53,17,5/2/2020 12:59,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-93.168.150.93-0-0-0,93.168.150.93,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,130.180.39.164-192.168.3.130-0-0-0,130.180.39.164,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,3,35041,53,0,24,30,192.168.20.133-192.168.20.2-35041-53-17,192.168.20.133,35041,192.168.20.2,53,17,5/2/2020 13:20,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-126.162.246.241-0-0-0,126.162.246.241,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-219.142.88.69-0-0-0,219.142.88.69,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,64240,1,1,60784,443,0,444,0,185.127.17.56-192.168.20.133-443-60784-6,192.168.20.133,60784,185.127.17.56,443,6,5/2/2020 14:49,Normal
17,0,-1,0,1,53647,5355,0,8,22,192.168.20.1-224.0.0.252-53647-5355-17,192.168.20.1,53647,224.0.0.252,5355,17,7/2/2020 17:16,Normal
17,0,-1,0,3,33531,53,0,24,35,192.168.20.133-192.168.20.2-33531-53-17,192.168.20.133,33531,192.168.20.2,53,17,5/2/2020 14:28,Normal
17,0,-1,0,3,57437,53,0,24,50,192.168.20.133-192.168.20.2-57437-53-17,192.168.20.133,57437,192.168.20.2,53,17,4/2/2020 12:43,Normal
17,0,-1,0,0,42328,53,0,16,0,192.168.20.133-192.168.20.2-42328-53-17,192.168.20.133,42328,192.168.20.2,53,17,5/2/2020 12:59,Normal
6,0,215,1,1,33555,80,0,144,0,192.168.3.130-200.175.2.130-80-33555-6,200.175.2.130,33555,192.168.3.130,80,6,9/1/2020 16:29,Probe
6,1,63,0,2,80,33287,1,232,0,192.168.3.130-200.175.2.130-80-33287-6,192.168.3.130,80,200.175.2.130,33287,6,9/1/2020 16:30,Probe
6,1,63,0,2,80,40971,1,232,0,192.168.3.130-200.175.2.130-80-40971-6,192.168.3.130,80,200.175.2.130,40971,6,9/1/2020 16:31,Probe
17,0,-1,0,3,60780,53,0,24,30,192.168.20.133-192.168.20.2-60780-53-17,192.168.20.133,60780,192.168.20.2,53,17,5/2/2020 15:02,Normal
6,1,63,0,2,80,39389,1,232,0,192.168.3.130-200.175.2.130-80-39389-6,192.168.3.130,80,200.175.2.130,39389,6,9/1/2020 16:31,Probe
0,0,-1,0,0,0,0,0,0,0,137.254.8.115-192.168.3.130-0-0-0,137.254.8.115,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,3,41164,53,0,24,36,192.168.20.133-192.168.20.2-41164-53-17,192.168.20.133,41164,192.168.20.2,53,17,5/2/2020 19:19,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-70.87.211.111-0-0-0,70.87.211.111,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,151.217.21.72-192.168.3.130-0-0-0,151.217.21.72,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
17,0,-1,0,3,60704,53,0,24,32,192.168.20.133-192.168.20.2-60704-53-17,192.168.20.133,60704,192.168.20.2,53,17,5/2/2020 12:57,Normal
6,0,0,1,0,54600,2719,0,40,0,192.168.3.130-200.175.2.130-2719-54600-6,200.175.2.130,54600,192.168.3.130,2719,6,9/1/2020 17:56,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-79.132.165.132-0-0-0,79.132.165.132,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,63,1,1,80,35390,0,168,0,192.168.3.130-200.175.2.130-80-35390-6,192.168.3.130,80,200.175.2.130,35390,6,9/1/2020 16:32,Probe
17,0,-1,0,3,57759,53,0,24,42,192.168.20.133-192.168.20.2-57759-53-17,192.168.20.133,57759,192.168.20.2,53,17,5/2/2020 13:38,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-118.237.70.216-0-0-0,118.237.70.216,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,131.148.162.131-192.168.3.130-0-0-0,131.148.162.131,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-220.126.229.52-0-0-0,220.126.229.52,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,181.93.20.104-192.168.3.130-0-0-0,181.93.20.104,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
17,0,-1,0,3,53058,53,0,24,34,192.168.20.133-192.168.20.2-53058-53-17,192.168.20.133,53058,192.168.20.2,53,17,5/2/2020 14:15,Normal
6,1,63,0,0,80,45957,1,64,0,192.168.3.130-200.175.2.130-80-45957-6,192.168.3.130,80,200.175.2.130,45957,6,9/1/2020 16:33,Probe
17,0,-1,0,1,50210,5355,0,8,22,192.168.20.1-224.0.0.252-50210-5355-17,192.168.20.1,50210,224.0.0.252,5355,17,7/2/2020 16:27,Normal
17,0,-1,0,3,34352,53,0,24,37,192.168.20.133-192.168.20.2-34352-53-17,192.168.20.133,34352,192.168.20.2,53,17,7/2/2020 14:51,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-64.127.58.5-0-0-0,64.127.58.5,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,173.182.164.255-192.168.3.130-0-0-0,173.182.164.255,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,3,37963,53,0,24,35,192.168.20.133-192.168.20.2-37963-53-17,192.168.20.133,37963,192.168.20.2,53,17,5/2/2020 13:13,Normal
6,0,215,1,1,36679,80,0,144,0,192.168.3.130-200.175.2.130-80-36679-6,200.175.2.130,36679,192.168.3.130,80,6,9/1/2020 16:29,Probe
17,0,-1,0,1,53,55558,0,8,95,192.168.20.129-192.168.20.2-55558-53-17,192.168.20.2,53,192.168.20.129,55558,17,7/2/2020 19:43,Normal
6,1,63,0,2,80,33161,1,232,0,192.168.3.130-200.175.2.130-80-33161-6,192.168.3.130,80,200.175.2.130,33161,6,9/1/2020 16:32,Probe
17,0,-1,0,3,55258,53,0,24,33,192.168.20.133-192.168.20.2-55258-53-17,192.168.20.133,55258,192.168.20.2,53,17,4/2/2020 12:33,Normal
6,0,215,1,1,34276,80,0,144,0,192.168.3.130-200.175.2.130-80-34276-6,200.175.2.130,34276,192.168.3.130,80,6,9/1/2020 16:30,Probe
0,0,-1,0,0,0,0,0,0,0,188.185.115.234-192.168.3.130-0-0-0,188.185.115.234,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,3,51551,53,0,24,35,192.168.20.133-192.168.20.2-51551-53-17,192.168.20.133,51551,192.168.20.2,53,17,4/2/2020 18:20,Normal
17,0,-1,0,3,59309,53,0,24,40,192.168.20.133-192.168.20.2-59309-53-17,192.168.20.133,59309,192.168.20.2,53,17,5/2/2020 14:03,Normal
6,0,64240,1,1,49366,443,0,324,0,192.168.20.133-31.13.73.22-49366-443-6,192.168.20.133,49366,31.13.73.22,443,6,7/2/2020 19:39,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-201.81.227.66-0-0-0,201.81.227.66,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,215,1,1,42416,80,0,144,0,192.168.3.130-200.175.2.130-80-42416-6,200.175.2.130,42416,192.168.3.130,80,6,9/1/2020 16:32,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-70.181.96.169-0-0-0,70.181.96.169,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,174.187.139.173-192.168.3.130-0-0-0,174.187.139.173,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,0,8180,33685,1,64,0,192.168.3.130-200.175.2.130-8180-33685-6,192.168.3.130,8180,200.175.2.130,33685,6,10/1/2020 1:39,BFA
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-18.248.181.87-0-0-0,18.248.181.87,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,154.30.217.120-192.168.3.130-0-0-0,154.30.217.120,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
17,0,-1,0,3,37698,53,0,24,34,192.168.20.133-192.168.20.2-37698-53-17,192.168.20.133,37698,192.168.20.2,53,17,5/2/2020 12:34,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-70.31.227.6-0-0-0,70.31.227.6,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,1,63,0,2,80,43631,1,232,0,192.168.3.130-200.175.2.130-80-43631-6,192.168.3.130,80,200.175.2.130,43631,6,9/1/2020 16:32,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-113.195.23.74-0-0-0,113.195.23.74,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,64240,1,0,45444,443,0,124,0,185.127.17.56-192.168.20.133-443-45444-6,192.168.20.133,45444,185.127.17.56,443,6,5/2/2020 12:58,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-49.36.8.36-0-0-0,49.36.8.36,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,215,1,1,34271,80,0,144,0,192.168.3.130-200.175.2.130-80-34271-6,200.175.2.130,34271,192.168.3.130,80,6,9/1/2020 16:30,Probe
6,1,63,0,0,80,44694,1,64,0,192.168.3.130-200.175.2.130-80-44694-6,192.168.3.130,80,200.175.2.130,44694,6,9/1/2020 16:31,Probe
17,0,-1,0,3,52367,53,0,24,32,192.168.20.133-192.168.20.2-52367-53-17,192.168.20.133,52367,192.168.20.2,53,17,5/2/2020 14:01,Normal
6,1,63,0,2,80,45673,1,232,0,192.168.3.130-200.175.2.130-80-45673-6,192.168.3.130,80,200.175.2.130,45673,6,9/1/2020 16:30,Probe
0,0,-1,0,0,0,0,0,0,0,164.252.16.146-192.168.3.130-0-0-0,164.252.16.146,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-121.252.39.73-0-0-0,121.252.39.73,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,64240,0,1,51852,443,1,40,0,192.168.20.133-209.85.203.148-51852-443-6,192.168.20.133,51852,209.85.203.148,443,6,5/2/2020 12:38,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-43.201.244.115-0-0-0,43.201.244.115,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-197.223.114.187-0-0-0,197.223.114.187,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
17,0,-1,0,3,42389,53,0,24,33,192.168.20.133-192.168.20.2-42389-53-17,192.168.20.133,42389,192.168.20.2,53,17,4/2/2020 18:22,Normal
6,1,63,0,2,80,33577,1,232,0,192.168.3.130-200.175.2.130-80-33577-6,192.168.3.130,80,200.175.2.130,33577,6,9/1/2020 16:30,Probe
17,0,-1,0,3,39115,53,0,24,33,192.168.20.133-192.168.20.2-39115-53-17,192.168.20.133,39115,192.168.20.2,53,17,4/2/2020 18:28,Normal
6,1,63,0,2,80,34201,1,232,0,192.168.3.130-200.175.2.130-80-34201-6,192.168.3.130,80,200.175.2.130,34201,6,9/1/2020 16:31,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-114.115.122.24-0-0-0,114.115.122.24,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,0,80,43662,1,64,0,192.168.3.130-200.175.2.130-80-43662-6,192.168.3.130,80,200.175.2.130,43662,6,9/1/2020 16:32,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-91.22.44.70-0-0-0,91.22.44.70,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,0,80,36610,1,64,0,192.168.3.130-200.175.2.130-80-36610-6,192.168.3.130,80,200.175.2.130,36610,6,9/1/2020 16:30,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-126.154.58.191-0-0-0,126.154.58.191,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-213.48.69.164-0-0-0,213.48.69.164,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,0,1,0,36491,5950,0,60,0,192.168.3.130-200.175.2.130-5950-36491-6,200.175.2.130,36491,192.168.3.130,5950,6,9/1/2020 17:32,Probe
6,1,63,0,2,80,32837,1,232,0,192.168.3.130-200.175.2.130-80-32837-6,192.168.3.130,80,200.175.2.130,32837,6,9/1/2020 16:31,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-196.189.107.9-0-0-0,196.189.107.9,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,2,80,43049,1,232,0,192.168.3.130-200.175.2.130-80-43049-6,192.168.3.130,80,200.175.2.130,43049,6,9/1/2020 16:32,Probe
17,0,-1,0,3,45381,53,0,24,51,192.168.20.133-192.168.20.2-45381-53-17,192.168.20.133,45381,192.168.20.2,53,17,7/2/2020 14:15,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-207.70.174.227-0-0-0,207.70.174.227,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,0,1,0,65458,487,0,40,0,192.168.3.130-200.175.2.130-487-65458-6,200.175.2.130,65458,192.168.3.130,487,6,9/1/2020 17:37,Probe
6,0,64240,0,1,46444,443,1,2200,0,134.209.166.170-192.168.20.133-443-46444-6,192.168.20.133,46444,134.209.166.170,443,6,4/2/2020 18:30,Normal
17,0,-1,0,3,53604,53,0,24,32,192.168.20.133-192.168.20.2-53604-53-17,192.168.20.133,53604,192.168.20.2,53,17,5/2/2020 13:08,Normal
6,0,64240,1,1,34220,443,0,324,0,185.127.17.56-192.168.20.133-443-34220-6,192.168.20.133,34220,185.127.17.56,443,6,5/2/2020 15:06,Normal
17,0,-1,0,3,57322,53,0,24,34,192.168.20.133-192.168.20.2-57322-53-17,192.168.20.133,57322,192.168.20.2,53,17,5/2/2020 14:46,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-70.102.17.177-0-0-0,70.102.17.177,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-101.154.30.142-0-0-0,101.154.30.142,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,3,56596,53,0,24,34,192.168.20.133-192.168.20.2-56596-53-17,192.168.20.133,56596,192.168.20.2,53,17,7/2/2020 13:55,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-204.115.113.37-0-0-0,204.115.113.37,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,0,1,0,41855,8752,0,60,0,192.168.3.130-200.175.2.130-8752-41855-6,200.175.2.130,41855,192.168.3.130,8752,6,9/1/2020 17:32,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-8.146.56.204-0-0-0,8.146.56.204,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,165.130.173.50-192.168.3.130-0-0-0,165.130.173.50,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-73.164.130.70-0-0-0,73.164.130.70,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,3,41725,53,0,24,34,192.168.20.133-192.168.20.2-41725-53-17,192.168.20.133,41725,192.168.20.2,53,17,7/2/2020 18:04,Normal
6,0,64240,1,1,52106,443,0,184,0,192.168.20.133-74.125.193.154-52106-443-6,192.168.20.133,52106,74.125.193.154,443,6,5/2/2020 12:02,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-13.132.154.39-0-0-0,13.132.154.39,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,0,80,41810,1,64,0,192.168.3.130-200.175.2.130-80-41810-6,192.168.3.130,80,200.175.2.130,41810,6,9/1/2020 16:30,Probe
6,1,63,0,2,80,36895,1,232,0,192.168.3.130-200.175.2.130-80-36895-6,192.168.3.130,80,200.175.2.130,36895,6,9/1/2020 16:32,Probe
17,0,-1,0,3,38009,53,0,24,38,192.168.20.133-192.168.20.2-38009-53-17,192.168.20.133,38009,192.168.20.2,53,17,5/2/2020 13:34,Normal
0,0,-1,0,0,0,0,0,0,0,156.183.93.79-192.168.3.130-0-0-0,156.183.93.79,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,0,54142,53,0,16,0,192.168.20.133-192.168.20.2-54142-53-17,192.168.20.133,54142,192.168.20.2,53,17,5/2/2020 13:28,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-29.162.6.75-0-0-0,29.162.6.75,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,215,1,1,35795,80,0,144,0,192.168.3.130-200.175.2.130-80-35795-6,200.175.2.130,35795,192.168.3.130,80,6,9/1/2020 16:30,Probe
0,0,-1,0,0,0,0,0,0,0,164.96.22.156-192.168.3.130-0-0-0,164.96.22.156,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,215,1,1,36070,80,0,144,0,192.168.3.130-200.175.2.130-80-36070-6,200.175.2.130,36070,192.168.3.130,80,6,9/1/2020 16:31,Probe
0,0,-1,0,0,0,0,0,0,0,130.69.208.42-192.168.3.130-0-0-0,130.69.208.42,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
17,0,-1,0,3,33451,53,0,24,42,192.168.20.133-192.168.20.2-33451-53-17,192.168.20.133,33451,192.168.20.2,53,17,5/2/2020 12:04,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-73.126.217.164-0-0-0,73.126.217.164,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-87.213.75.102-0-0-0,87.213.75.102,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,3,60453,53,0,24,45,192.168.20.133-192.168.20.2-60453-53-17,192.168.20.133,60453,192.168.20.2,53,17,7/2/2020 19:05,Normal
6,0,65535,0,1,50442,443,1,20,0,192.168.20.133-74.125.168.10-50442-443-6,192.168.20.133,50442,74.125.168.10,443,6,7/2/2020 14:48,Normal
6,0,64240,1,1,47080,443,0,344,0,192.168.20.133-199.232.25.17-47080-443-6,192.168.20.133,47080,199.232.25.17,443,6,7/2/2020 14:04,Normal
0,0,-1,0,0,0,0,0,0,0,131.8.9.107-192.168.3.130-0-0-0,131.8.9.107,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,1,63,0,0,80,32963,1,64,0,192.168.3.130-200.175.2.130-80-32963-6,192.168.3.130,80,200.175.2.130,32963,6,9/1/2020 16:33,Probe
6,0,64240,1,1,43094,443,0,184,0,192.168.20.133-74.125.193.138-43094-443-6,192.168.20.133,43094,74.125.193.138,443,6,31/12/2019 02:29:46 PM,Normal
6,0,64240,0,1,43954,443,1,80,0,192.168.20.133-74.125.193.95-43954-443-6,192.168.20.133,43954,74.125.193.95,443,6,7/2/2020 15:48,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-61.24.235.174-0-0-0,61.24.235.174,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,215,1,1,43300,80,0,144,0,192.168.3.130-200.175.2.130-80-43300-6,200.175.2.130,43300,192.168.3.130,80,6,9/1/2020 16:30,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-201.60.60.86-0-0-0,201.60.60.86,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,64240,1,0,54042,443,0,124,0,185.127.17.56-192.168.20.133-443-54042-6,192.168.20.133,54042,185.127.17.56,443,6,5/2/2020 13:59,Normal
6,0,0,1,0,37781,1075,0,40,0,192.168.3.130-200.175.2.130-1075-37781-6,200.175.2.130,37781,192.168.3.130,1075,6,9/1/2020 17:42,Probe
6,0,0,0,1,443,54630,1,100,0,185.127.17.56-192.168.20.133-443-54630-6,185.127.17.56,443,192.168.20.133,54630,6,5/2/2020 14:01,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-93.61.81.179-0-0-0,93.61.81.179,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,1,53,58957,0,8,95,192.168.20.129-192.168.20.2-58957-53-17,192.168.20.2,53,192.168.20.129,58957,17,7/2/2020 17:49,Normal
6,0,0,1,0,46037,6408,0,60,0,192.168.3.130-200.175.2.130-6408-46037-6,200.175.2.130,46037,192.168.3.130,6408,6,9/1/2020 17:32,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-33.115.234.93-0-0-0,33.115.234.93,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,0,0,1,443,56838,1,120,0,185.127.17.56-192.168.20.133-443-56838-6,185.127.17.56,443,192.168.20.133,56838,6,5/2/2020 14:18,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-71.164.50.97-0-0-0,71.164.50.97,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,64240,0,0,443,57442,1,20,0,192.168.20.133-23.56.185.75-57442-443-6,23.56.185.75,443,192.168.20.133,57442,6,4/2/2020 18:31,Normal
6,1,63,0,0,80,40911,1,64,0,192.168.3.130-200.175.2.130-80-40911-6,192.168.3.130,80,200.175.2.130,40911,6,9/1/2020 16:33,Probe
6,1,63,0,2,80,36551,1,232,0,192.168.3.130-200.175.2.130-80-36551-6,192.168.3.130,80,200.175.2.130,36551,6,9/1/2020 16:32,Probe
6,0,64240,1,1,39686,443,0,884,0,185.220.205.205-192.168.20.133-443-39686-6,192.168.20.133,39686,185.220.205.205,443,6,5/2/2020 13:30,Normal
6,0,64240,1,1,49688,443,0,324,0,185.127.17.56-192.168.20.133-443-49688-6,192.168.20.133,49688,185.127.17.56,443,6,5/2/2020 13:41,Normal
0,0,-1,0,0,0,0,0,0,0,164.64.132.126-192.168.3.130-0-0-0,164.64.132.126,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,0,1,0,45378,14,0,40,0,192.168.3.130-200.175.2.130-14-45378-6,200.175.2.130,45378,192.168.3.130,14,6,9/1/2020 17:33,Probe
6,1,63,0,2,80,39713,1,232,0,192.168.3.130-200.175.2.130-80-39713-6,192.168.3.130,80,200.175.2.130,39713,6,9/1/2020 16:30,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-118.175.93.123-0-0-0,118.175.93.123,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,215,1,1,46160,80,0,144,0,192.168.3.130-200.175.2.130-80-46160-6,200.175.2.130,46160,192.168.3.130,80,6,9/1/2020 16:31,Probe
